,recency,frequency,monetary_value,CustomerID
63,29390040,123,683.1299999999999,12838
64,439800,4,56.25,15899
65,32240520,284,13946.130000000001,16705
66,25500180,128,2269.21,16735
67,31979220,117,717.4499999999999,17884
68,30093300,13,215.08,16519
69,23080800,86,1421.43,16503
70,32176140,198,4061.24,16401
71,28009440,130,1043.3400000000001,16918
72,32153220,107,1925.3600000000001,14217
73,30702240,143,1922.1,13246
74,18420,5,115.65,15350
75,29646420,391,6229.48,12472
76,13483080,143,2247.51,15235
77,446700,1,76.32000000000001,18113
78,27405600,227,2806.9,16081
79,30945300,61,1284.08,17671
80,31382040,212,3865.26,13999
81,3552540,3,110.94999999999999,13144
82,31200720,313,3960.6299999999997,17769
83,29122740,28,483.65,12808
84,31895100,50,2483.63,12913
85,31481760,97,3750.4,12429
86,27061500,52,894.4100000000001,15211
87,24380940,103,1900.89,14210
88,32077680,344,10454.05,16779
89,29991840,190,1965.55,17790
90,31974600,17,1164.55,14737
91,28797840,7,154.7,14295
92,31539000,261,3542.5099999999998,15544
93,31989180,33,1194.75,12967
94,32078520,143,2771.8700000000003,13769
95,541860,6,87.5,15180
96,31373760,206,1058.06,14419
97,30172860,472,3198.25,17220
98,30008880,265,5725.469999999999,13178
99,1922940,21,300.4199999999999,13304
100,30765060,69,1515.9,16748
101,4242300,1,76.32000000000001,14090
102,27662160,128,423.0399999999999,15012
103,30443340,249,1296.4399999999998,17961
104,10295340,63,777.02,15353
105,22457280,99,1573.41,18178
106,29746620,347,3348.4800000000005,13148
107,30600600,1212,4678.3,14159
108,29727060,103,2735.3700000000003,16003
109,1403820,11,190.54999999999998,13033
110,31202880,115,912.0,13782
111,4339380,11,225.6,12402
112,32086740,130,2156.45,12935
113,14009460,33,816.73,16943
114,25508700,55,1384.85,17311
115,32076480,103,4196.01,12747
116,31969200,310,6989.63,12766
117,31477380,142,1419.73,17288
118,32069940,134,1423.29,16271
119,3385200,9,114.00000000000003,12651
120,29394840,188,1575.1599999999999,13634
121,16683600,40,483.25,14450
122,5448180,22,536.2099999999999,12559
123,105780,65,353.18999999999994,17976
124,1151880,17,194.18,12797
125,960000,39,283.28,17251
126,31478220,90,1793.17,18179
127,24715980,67,2005.6299999999999,16098
128,32054100,29,1096.67,14708
129,13837560,44,602.2699999999999,16306
130,32058480,202,3482.7400000000007,16458
131,4234080,4,61.75,12665
132,30167040,71,867.3799999999999,14715
133,32229240,414,4455.7300000000005,17364
134,27821160,86,1215.8199999999997,13491
135,9179880,156,904.6699999999998,14081
136,31910400,201,30300.820000000003,17404
137,31625820,506,11020.260000000002,14895
138,30344760,24,1769.78,15864
139,30417420,47,4912.41,13941
140,32154240,502,5352.97,16161
141,31910700,362,8221.09,12683
142,29132340,509,3084.17,15998
143,30774060,127,838.27,14657
144,31639860,148,1230.1399999999999,14428
145,30356700,63,962.3900000000001,13138
146,31378740,99,3770.6000000000004,16168
147,31374240,576,9231.200000000003,14667
148,14545800,22,483.80000000000007,13531
149,786960,29,182.24999999999997,14082
150,32070000,15,305.71,12785
151,13416420,7,253.04000000000002,15759
152,22566600,18,404.58000000000004,15938
153,17377020,115,541.1,17897
154,32152320,134,4690.31,14135
155,13931880,14,294.12,15732
156,29638020,10,1247.5,13029
157,30008340,472,2021.82,18069
158,26203860,30,2116.19,18008
159,11324280,17,379.73,16552
160,14003520,91,1522.7499999999995,16244
161,32081160,182,4310.0,12347
162,31374480,93,2571.7400000000002,17655
163,29209140,26,658.6400000000001,14150
164,31554420,123,2319.68,14309
165,32159940,237,1947.55,14653
166,15743640,6,82.56,16424
167,31644240,151,452.23999999999995,12970
168,628020,1,590.0,13270
169,30936780,4,326.4,14987
170,26526840,40,694.1500000000001,12413
171,3212280,13,104.76,15607
172,27839760,164,3108.0600000000004,14175
173,11940,58,243.2799999999999,17908
174,30250260,419,3925.92,17377
175,30672000,176,4788.769999999999,15738
176,28612080,51,909.96,17552
177,31554360,227,2633.0099999999998,18077
178,31911060,134,2584.3999999999996,13021
179,31802640,138,2380.08,18065
180,31884600,107,2273.32,12782
181,30356520,78,1555.32,13313
182,26192220,208,1521.76,13764
183,23334540,31,1375.7099999999998,15569
184,4693140,67,483.85999999999996,14130
185,32076480,353,3471.9100000000008,14395
186,31556880,54,1083.63,15602
187,31906200,79,1383.27,17676
188,100320,9,207.5,16752
189,30945540,1160,6180.490000000001,15005
190,959460,70,147.09000000000003,15503
191,32158320,101,496.8399999999999,16892
192,25165800,147,1251.8400000000006,17802
193,31982040,308,10930.26,12971
194,30342600,128,3669.9199999999996,12647
195,30778440,399,33805.689999999995,16422
196,10370460,18,316.25,14479
197,21274500,47,733.44,17692
198,11416620,170,1269.9899999999998,14669
199,30097980,320,26932.34,14680
200,32076360,61,3899.1000000000004,14739
201,29556180,19,740.3999999999999,13329
202,28950900,109,3617.5700000000006,13327
203,11848680,29,630.8400000000001,17990
204,23109180,61,384.4,17189
205,29394120,255,2246.8100000000004,16771
206,32235900,267,1232.1800000000003,15910
207,31977000,14,390.65999999999997,13255
208,26128320,55,1908.2499999999998,14409
209,30769080,51,1540.42,16365
210,32153940,720,18573.680000000004,15159
211,25764240,48,921.1000000000001,15312
212,29821620,168,771.1700000000003,14662
213,122460,11,155.35,12738
214,362580,106,313.28,15880
215,32180400,264,5030.599999999999,13599
216,708480,2,181.0,15945
217,27053640,22,417.54,13473
218,32152800,110,1745.5700000000002,12523
219,24643740,31,929.95,12924
220,31460700,1508,19786.439999999995,15039
221,29991300,71,1065.77,17041
222,31385760,429,10360.039999999999,15615
223,1403340,4,158.16000000000003,15160
224,30421920,392,7904.280000000001,14849
225,5810820,210,3724.770000000001,15808
226,30433260,30,1708.8600000000001,13094
227,31542720,9,310.03,15101
228,1232160,2,-227.44,12666
229,27222720,62,859.35,17064
230,30341820,219,3991.9399999999996,16186
231,119520,2,2002.4,16754
232,5295660,29,452.82000000000005,13506
233,1661760,19,263.75000000000006,13369
234,31899840,183,4039.9800000000005,14401
235,31543620,237,3741.98,16145
236,17381460,140,2595.000000000001,18260
237,31975440,215,3911.5599999999995,17593
238,15836160,56,958.9000000000002,15658
239,30938280,208,1906.0899999999995,17228
240,10387440,41,263.54999999999995,15894
241,31988880,168,3478.8500000000004,14907
242,32085540,213,937.9200000000001,17097
243,31296960,103,2307.4500000000003,14290
244,27045600,9,357.77,17025
245,31461780,85,2183.54,15394
246,31536060,269,4928.740000000001,14329
247,27331860,73,765.8600000000001,14976
248,17640,9,161.00000000000003,14237
249,32232960,420,13375.87,12433
250,30945240,159,2998.2800000000007,12395
251,447300,58,252.79999999999998,17860
252,31900080,395,10097.369999999999,17706
253,23953320,67,663.6499999999999,13240
254,28963020,126,2201.05,17696
255,3648360,3,197.65,14185
256,26126820,12,226.75,17572
257,31301340,414,6745.359999999999,15601
258,30685200,258,907.0999999999998,14449
259,30608640,402,2483.04,16710
260,31986900,56,26763.340000000004,17857
261,22495080,8,2207.4,15797
262,5358900,19,538.81,14496
263,31551180,161,8689.390000000003,13090
264,24034260,129,3073.7700000000004,14565
265,17561700,34,668.6100000000001,14643
266,29831160,154,3281.6300000000006,12480
267,27755100,84,702.79,16730
268,29639760,222,5580.600000000001,16767
269,31638000,43,2888.75,18144
270,31890900,85,1515.73,15392
271,26716920,156,2755.5600000000004,16316
272,31643940,363,6752.140000000002,18055
273,31900380,140,2974.6499999999996,15854
274,30685860,166,2348.82,15527
275,31973640,525,12288.219999999998,12682
276,21957300,51,1044.32,15192
277,31972800,582,3947.87,17611
278,32232000,54,2085.08,16954
279,26189520,26,459.83,13092
280,10114380,29,623.4,13368
281,30347580,177,4014.9100000000008,13815
282,29400660,81,2003.85,17082
283,29577300,314,14520.080000000005,15513
284,32084460,690,13110.020000000002,17735
285,32078460,280,1889.3999999999996,17870
286,1650120,21,277.40999999999997,15279
287,31807440,78,971.5799999999999,17618
288,1401780,9,316.58000000000004,15204
289,13411200,26,605.8,17849
290,31204020,468,4801.56,17365
291,12203700,52,876.4200000000001,14770
292,25501740,115,1289.1499999999999,12854
293,30076560,109,4596.51,15291
294,23004900,33,603.71,12649
295,31993320,68,6854.51,12989
296,29838180,32,1035.8,12691
297,4088880,28,201.16,13859
298,4670760,8,155.00000000000003,14368
299,28365720,130,2166.38,14341
300,19193100,12,282.6,13754
301,28869060,412,2628.93,15752
302,31812540,898,4604.220000000002,16931
303,30423240,46,2119.41,18061
304,31367760,317,7006.58,14961
305,27834300,171,757.4400000000002,16470
306,4437300,51,914.5299999999997,12652
307,26023260,216,1931.4199999999996,14978
308,4770720,137,846.7200000000007,16222
309,25945740,134,1641.48,15827
310,31290780,109,1777.9200000000005,14215
311,29756280,151,981.65,16907
312,23077020,31,534.85,13000
313,26536200,207,3313.7899999999995,16556
314,17290620,98,460.5899999999999,16805
315,1669320,58,216.76,15460
316,16267020,5,152.4,17707
317,26540700,88,557.57,15339
318,4774740,8,302.58,14248
319,28873140,7,614.77,13145
320,27061260,39,688.04,14201
321,29738820,193,2191.8399999999997,16743
322,16428900,29,475.28,15780
323,31981920,40,1377.92,14113
324,29736180,197,1141.3399999999997,18125
325,30861240,64,4627.619999999999,17809
326,22320,8,101.55000000000001,17643
327,25497120,37,452.63,17460
328,30329340,142,4241.63,12712
329,32065740,566,3744.6499999999996,17238
330,18758640,93,446.8699999999999,15889
331,32061540,94,1468.1200000000001,12826
332,22914540,129,1990.2800000000002,13593
333,21713580,82,1644.9899999999998,13162
334,29999040,15,289.99,14784
335,26371080,34,1592.06,14970
336,27316500,146,744.9000000000001,16770
337,29736060,516,3095.04,17059
338,31375140,103,14197.45,14866
339,8653140,29,262.62,17194
340,30418740,38,603.69,16134
341,12028380,97,1982.81,12585
342,30268440,65,4206.2699999999995,12500
343,4248780,7,1034.5,15171
344,31994220,220,5288.83,17730
345,23003580,41,1801.1400000000003,15812
346,32242980,280,10510.000000000002,13113
347,29047620,130,804.4899999999998,16367
348,31537680,10,897.43,17044
349,30939600,127,6568.719999999999,15482
350,27224340,59,411.59999999999997,17913
351,31985040,20,1098.48,13104
352,22741080,118,1050.12,14224
353,25864500,27,572.451,13405
354,22834860,6,1659.75,14045
355,28430640,83,1685.5700000000002,15240
356,31302240,32,680.8300000000002,13238
357,5274900,16,379.95000000000005,17239
358,28949460,245,5192.099999999999,18226
359,30265200,128,1349.5200000000002,17368
360,18065100,49,379.6500000000001,13656
361,3804840,10,225.9,12672
362,31903740,495,12433.340000000004,15640
363,32073600,451,4435.790000000001,14085
364,29838720,237,2095.13,17191
365,30688020,95,2186.2000000000003,15179
366,23595660,31,1317.6200000000001,16083
367,27150840,94,1624.02,13627
368,28534560,133,665.5899999999997,15038
369,29034300,329,2622.5699999999997,17965
370,32178600,23,706.7000000000002,17526
371,30779820,757,6612.180000000001,17338
372,4750620,5,585.0,15222
373,30266100,84,418.83000000000004,15967
374,30253320,143,576.2599999999999,16916
375,30956760,103,1634.5299999999997,15953
376,31452900,84,1139.3500000000001,12494
377,26736900,135,2140.0699999999997,13317
378,1579260,17,193.63999999999996,17343
379,31292340,67,1041.83,16094
380,30770700,16,1259.7,15497
381,4952340,16,187.15000000000003,16124
382,32180520,38,2894.33,17924
383,30360240,75,1147.37,16042
384,3126720,17,-840.7600000000001,15823
385,31891620,439,3876.4000000000005,12841
386,28340700,63,1095.08,13652
387,31472880,216,9451.54,14733
388,6583560,32,574.0,14176
389,29150820,25,841.0799999999999,17076
390,10904220,21,632.4000000000001,14220
391,32227980,470,3717.8199999999997,13069
392,31545960,148,2535.8800000000006,14243
393,31647360,76,2174.1800000000003,14560
394,29755380,24,382.98,13817
395,31990440,273,2803.69,14572
396,4675560,6,200.10000000000002,14782
397,29839620,154,2655.2200000000003,17069
398,31458480,1420,113384.14000000004,14156
399,31982220,94,6675.710000000001,16353
400,16264920,4,154.82999999999998,17026
401,32081340,277,4604.31,14189
402,605820,2,48.800000000000004,14821
403,29746620,28,481.35,16863
404,23957760,120,2380.64,17722
405,24378180,98,1485.13,14414
406,1754220,16,383.7,12515
407,21366720,213,2129.959999999999,17400
408,24118320,79,1201.06,13158
409,31815300,209,3085.4799999999996,16905
410,19890480,20,346.75,15713
411,11940840,15,21535.9,15749
412,26125620,34,800.24,17905
413,29998860,124,1064.11,17287
414,10311180,54,935.06,14256
415,30848880,262,4022.460000000001,16670
416,31287660,409,5613.43,13004
417,29046660,104,1199.01,17800
418,31547820,34,1290.0100000000002,14047
419,30864000,160,1491.2399999999998,15916
420,28614840,30,463.46000000000004,17418
421,30870900,74,2202.99,13831
422,27575700,37,642.7700000000001,13034
423,31462800,155,1661.3299999999997,15024
424,30860700,28,1088.53,14744
425,31991880,1640,50862.43999999999,14298
426,31635420,125,1281.56,16899
427,1331640,18,540.45,13874
428,32231520,224,31300.079999999998,17389
429,31535820,77,1083.63,13310
430,28872240,21,990.8400000000001,17951
431,16771740,241,1603.7199999999996,14573
432,32066220,115,2019.77,18219
433,11927580,6,99.77,15973
434,17040660,28,147.20000000000005,14037
435,31206840,696,6666.830000000002,16923
436,27671820,138,3295.7599999999998,14841
437,97020,1,106.2,15070
438,29815380,65,2581.04,12600
439,23605500,73,1200.62,17320
440,31296420,89,2275.5800000000004,17188
441,4341480,15,178.47,13008
442,31899240,3,-17.45,14777
443,30266700,105,2528.6699999999996,16912
444,4764780,7,106.83,16757
445,16337400,26,493.67,16955
446,19878000,103,1407.29,12947
447,30336180,95,1676.4700000000003,16638
448,31540380,132,2205.63,13115
449,30702120,243,2360.0899999999997,14030
450,1742820,33,448.65,18176
451,28185780,588,3043.4799999999996,16686
452,3214020,15,334.92999999999995,12489
453,30769140,261,3794.5200000000004,16655
454,31653480,70,1460.3700000000001,16359
455,29215740,240,6416.389999999999,12431
456,31900620,133,2070.97,14696
457,19463700,124,603.37,17259
458,31554180,351,187482.16999999998,17450
459,27391200,42,1178.56,16950
460,32234040,474,8257.039999999997,16558
461,1237980,1,80.64,17752
462,30257700,59,7792.360000000001,13629
463,31464600,45,1568.3900000000003,15611
464,31809060,135,747.22,17114
465,3465780,19,332.40999999999997,16850
466,25241340,18,348.71000000000004,12527
467,14445180,140,2745.2800000000007,17504
468,30417360,47,1325.2899999999997,13396
469,32241540,219,25748.350000000002,13777
470,29659860,258,4748.450000000001,17690
471,29665020,41,1427.4599999999998,16996
472,26733900,50,1209.1,15841
473,25839420,49,675.8,15626
474,28782960,16,920.1,17018
475,27230700,36,589.15,16203
476,31818840,220,1995.4600000000005,17827
477,30684060,264,3918.9000000000005,14426
478,7795500,60,447.22,15456
479,31632600,109,2692.8500000000004,18097
480,32167680,5903,132572.62000000005,14911
481,184560,3,39.75,14589
482,25938960,167,2215.0200000000004,17591
483,29995920,17,488.03000000000003,13984
484,711720,66,414.88000000000005,16795
485,32077560,342,5613.079999999998,13534
486,23337300,281,1936.84,14472
487,26787360,246,1965.8999999999999,14462
488,28797120,82,697.9,17796
489,4333800,10,178.95000000000002,15262
490,31388880,130,6703.3,13576
491,17634660,43,635.7599999999998,15384
492,30007080,163,444.4600000000002,16898
493,22921620,46,423.72,13140
494,26736840,123,2023.4699999999998,16875
495,3122700,1,-1126.0,12503
496,30327240,59,2811.4300000000003,12356
497,26029320,149,2867.2000000000003,13901
498,21273900,71,889.93,14344
499,5470260,49,426.78999999999996,17223
500,5029860,43,779.5699999999998,12735
501,25851540,43,605.12,13233
502,24651960,155,2881.0200000000004,15673
503,118560,3,50.550000000000004,13011
504,29402100,85,971.76,13155
505,613140,11,173.55,12441
506,31212840,218,2963.1900000000005,15514
507,27144480,68,1623.63,12530
508,4162440,7,107.45000000000002,15395
509,4678440,17,206.98000000000002,15820
510,30603420,45,214.65,16411
511,31571160,417,3457.7799999999997,17576
512,31558260,135,1875.1099999999997,17293
513,28002240,89,1824.23,16153
514,27415200,131,780.38,17180
515,9190200,170,7741.469999999998,13093
516,7181640,31,-95.92999999999995,16546
517,31888140,59,2633.8500000000004,17402
518,5638620,35,664.5399999999998,13963
519,32178120,380,12432.279999999999,13078
520,18170160,86,5664.570000000001,16553
521,31385820,56,1197.42,13211
522,25852140,27,551.0400000000001,17674
523,18763620,183,781.3599999999999,17341
524,31552140,96,1841.0299999999997,12963
525,30176460,201,1610.46,13614
526,32157600,228,1622.22,17673
527,28515540,36,1447.5100000000002,14233
528,32161680,605,28658.879999999997,13098
529,19807740,85,647.7400000000006,13564
530,30169320,121,559.51,18043
531,1906140,1,134.55,15562
532,26182440,79,1264.84,14916
533,3739860,29,689.95,18085
534,32154060,7983,40340.77999999991,17841
535,30591900,104,6945.02,15465
536,26634540,98,380.57000000000005,15048
537,32078460,200,11895.570000000002,16525
538,19897440,2,343.2300000000001,12875
539,17132160,17,340.93,14491
540,6164760,152,775.0699999999997,16725
541,25945680,38,684.4200000000001,16122
542,29562420,164,2628.98,12721
543,30351000,410,3026.0799999999995,17799
544,29473860,350,4495.27,12484
545,3806760,35,534.5700000000002,13385
546,31996500,223,2059.2000000000007,17861
547,21863520,151,3429.9700000000003,15581
548,29662620,80,1719.7199999999998,17702
549,27916260,19,358.63,15664
550,31368060,123,1530.75,14321
551,4413540,14,196.15,13284
552,31904700,342,9797.919999999996,13001
553,32060760,1076,88125.38,17511
554,25344900,46,1764.3600000000001,17873
555,92640,1,244.08,17925
556,30787080,12,179.94,12586
557,31647780,394,9537.919999999998,13458
558,4766340,25,325.04999999999995,15213
559,24628320,180,2995.72,14307
560,32148780,306,5656.749999999999,13468
561,30174540,185,4389.81,15955
562,31372200,248,4640.77,14180
563,4422600,12,253.05,12829
564,31646640,168,3743.1800000000003,12668
565,32159820,169,2768.9800000000005,17644
566,32148840,385,3212.1599999999994,15443
567,32068380,1011,7711.380000000006,14527
568,32231880,79,6423.6,15694
569,30680700,47,939.32,17227
570,29400300,177,3755.38,13523
571,24123780,9,243.36,17339
572,31540200,117,1319.6900000000003,15563
573,28780320,95,2360.55,15370
574,31382580,291,4592.47,14390
575,32164500,222,4786.990000000002,13013
576,26638980,73,487.98999999999995,14396
577,32165820,87,1384.6800000000003,15898
578,16254780,37,701.3299999999999,14867
579,626460,2,-14.899999999999999,12870
580,24553140,235,3866.330000000001,13124
581,30776820,121,5461.62,16985
582,31900800,872,7677.710000000001,17811
583,12021600,16,280.54999999999995,14242
584,103140,12,363.6000000000001,15922
585,30247980,96,692.22,17198
586,621720,11,114.10000000000001,15221
587,18060240,19,314.86,16473
588,24899100,72,278.74,17786
589,11431320,17,318.05,15363
590,30688980,112,4410.139999999999,15093
591,19276200,18,212.96000000000006,18193
592,15749280,5,-24.05,17820
593,4172220,4,-32.0,13693
594,4334220,11,330.9,17862
595,27240960,9,97.63,18277
596,31543500,97,1562.2199999999998,16496
597,25740,67,357.94999999999993,16274
598,3383160,24,545.48,12793
599,31979640,230,21024.010000000002,12753
600,31203240,105,916.1299999999999,17236
601,28786560,241,3542.19,14040
602,23606940,78,1780.77,15260
603,29465880,14,265.76,17430
604,17307360,78,459.8999999999999,15535
605,32146800,165,3450.2400000000007,16019
606,22301040,6,543.05,16927
607,21356520,19,1737.7,17457
608,31801500,320,3085.96,16326
609,26016420,62,1329.6599999999999,16493
610,19964940,33,982.57,12510
611,4852380,10,157.02,17118
612,27325320,23,239.92,17181
613,32080620,531,18740.920000000002,12471
614,30596520,143,639.8899999999999,15919
615,30780780,457,7116.470000000001,12474
616,31648500,451,9623.349999999997,15078
617,27224700,206,3385.6200000000003,13842
618,31911960,20,1785.15,14608
619,4416780,94,602.0900000000005,17890
620,25770900,44,602.5100000000001,15366
621,18754980,36,1030.4,13253
622,32058360,268,8574.109999999999,17017
623,30093900,29,550.06,17235
624,19105080,134,1865.1899999999996,17787
625,18943260,162,4328.46,14016
626,32233440,126,1849.1100000000004,12423
627,15485460,35,865.5999999999999,16567
628,29129580,58,1219.3999999999999,15227
629,183180,48,123.07000000000002,17967
630,26101560,49,3661.07,17819
631,30776520,228,4711.21,16722
632,531180,30,181.11999999999998,18119
633,30946920,191,1438.8500000000001,15858
634,32166300,1165,7839.510000000001,14796
635,10134240,55,4464.0999999999985,15032
636,1830060,4,110.39999999999999,12734
637,30356040,77,1088.1999999999998,17095
638,32153220,68,1544.6200000000001,14442
639,31981920,503,2611.579999999999,17346
640,13059780,9,217.9,16634
641,32150940,203,809.6999999999998,16891
642,30859800,302,5178.96,15727
643,3552720,17,252.42000000000004,15346
644,29133000,133,1310.1399999999999,13168
645,30352860,67,1197.9399999999998,12997
646,120300,1,35.400000000000006,14576
647,31203840,149,1920.1999999999998,16983
648,29744880,140,2210.2599999999998,17442
649,1749600,54,1141.2399999999996,16270
650,28617360,194,3427.8500000000004,14221
651,27922500,27,330.03,16593
652,28785720,238,1103.9199999999996,17609
653,32068380,558,4075.3500000000004,14534
654,32080380,180,811.0199999999999,15525
655,15131340,24,495.3599999999999,15882
656,31975560,107,2916.17,14543
657,13939200,21,203.87,17889
658,32239440,433,256438.48999999993,18102
659,32177760,394,2384.999999999999,17530
660,1322040,4,76.55,14373
661,32061480,1094,10641.599999999997,14769
662,31380840,197,2242.2499999999995,16782
663,31646700,633,8986.69,13969
664,30355380,77,1244.59,16531
665,23170680,35,749.7800000000001,17146
666,29389080,224,2263.7599999999998,13527
667,4088880,43,248.41999999999993,18212
668,30425760,76,984.9099999999997,13117
669,18667620,36,425.14,15646
670,28878360,27,7330.8,17396
671,31894680,11,400.86,16500
672,27915660,53,877.4300000000001,17007
673,31542720,245,2949.5700000000006,14146
674,31992360,59,942.34,12820
675,19890960,40,724.04,12468
676,31896180,203,6135.379999999999,14060
677,31388220,278,1158.2999999999993,14723
678,31202460,141,732.1599999999999,17812
679,31548420,479,1872.2799999999993,15021
680,31898640,710,3754.2699999999995,16904
681,29203380,87,1227.43,14913
682,32239920,487,6204.460000000001,17315
683,6156720,312,5288.630000000009,17850
684,31648920,177,4012.5600000000004,17567
685,32152200,454,7925.320000000001,18109
686,29489100,77,7072.799999999999,13324
687,26714340,220,1911.8900000000003,15518
688,31364040,355,8933.519999999999,12451
689,13020,14,233.45000000000002,16583
690,27241260,60,1011.9000000000001,14775
691,10035180,25,453.0,18071
692,27834360,124,2688.48,14107
693,30431040,120,2753.359999999999,12578
694,31475100,144,4485.72,12524
695,27222120,111,1461.6499999999999,14541
696,90660,3,38.1,12855
697,178860,1,-2.55,14679
698,714840,1,-30.599999999999998,16579
699,31903200,128,2085.65,18044
700,30174960,778,123725.44999999998,12415
701,31822860,245,5417.930000000001,12490
702,31981200,410,54228.740000000005,15061
703,1058760,6,145.0,17524
704,31975440,154,1535.77,12877
705,3540660,4,234.00000000000003,12736
706,15661320,16,274.51,18190
707,29557080,104,471.70000000000005,17964
708,716280,1,-152.64000000000001,17307
709,28782660,253,1342.6800000000003,17372
710,28454820,200,3610.3099999999995,15296
711,31903380,696,4204.099999999999,17920
712,32239980,232,3817.08,12662
713,19451280,22,363.65,12915
714,28947780,136,1906.0700000000002,16150
715,631860,44,721.3200000000003,13370
716,9431940,60,299.5999999999999,16402
717,1328040,19,290.40000000000003,17691
718,31455480,111,10464.85,14062
719,30002700,96,1548.0699999999995,12865
720,26123100,57,987.8599999999999,15062
721,30424380,249,4345.499999999999,16945
722,11323680,3,406.08000000000004,14616
723,28781940,142,977.2100000000002,15860
724,30857100,146,2508.89,17700
725,31463340,64,1153.6200000000001,16062
726,30004020,185,1382.02,16726
727,30776640,87,423.8899999999999,17371
728,17642820,196,3631.8900000000003,15379
729,3221580,10,135.9,14889
730,31460280,237,4965.380000000001,14755
731,5286240,21,580.05,18095
732,4408800,11,135.75,15174
733,10860,2,192.60000000000002,12791
734,31988820,118,2419.84,16143
735,27050220,26,680.3,15304
736,27131940,8,151.65,16861
737,32175420,721,20098.100000000006,17675
738,31990140,237,1483.3099999999997,16016
739,30765480,174,3038.67,16607
740,15141780,87,296.74999999999994,14985
741,802500,3,173.7,16565
742,24023940,28,948.2499999999999,13748
743,31982640,120,9803.96,13199
744,26125260,25,422.13,16233
745,30164100,53,1007.3499999999999,13455
746,31804200,124,1784.12,17629
747,31634640,108,4819.33,14292
748,15247800,108,1550.85,13659
749,29565900,519,2766.4999999999995,15356
750,711540,12,300.91999999999996,17978
751,27925860,9,913.6800000000001,15587
752,27826680,43,1450.6,14229
753,3632820,29,492.6499999999999,14270
754,29727180,90,3054.87,16218
755,26797860,99,1841.1799999999996,16455
756,31645260,330,4109.97,15570
757,28959660,32,456.26,15018
758,1148040,22,319.1,16499
759,796920,46,272.81999999999994,16727
760,31629840,94,3957.78,13183
761,31549680,65,1042.0700000000002,12951
762,31278120,59,1400.34,14741
763,31204680,140,734.9399999999998,18156
764,31375800,39,218.78,14205
765,30269160,307,5452.170000000001,15805
766,15658320,61,517.5300000000001,17454
767,27946260,104,1524.3999999999996,15620
768,4153860,2,0.0,12346
769,30875580,33,11990.960000000001,12557
770,31207680,297,4531.339999999999,17068
771,17286300,3,571.2,17616
772,32229660,59,1545.14,14441
773,30349020,80,8568.24,16656
774,31981380,205,5807.69,14735
775,5193300,71,534.4699999999999,17062
776,5367300,22,278.15,14850
777,12827820,7,441.6,16163
778,5301180,32,438.24,15881
779,30247560,291,6147.4,14057
780,31538820,120,2236.74,16293
781,32234040,215,15477.34,14051
782,1041960,7,418.9200000000001,15361
783,32065200,151,4913.32,16191
784,3728640,1,250.0,15510
785,14220,85,277.34999999999997,17968
786,31556400,48,627.1299999999999,15028
787,31989900,74,1736.3999999999999,14673
788,32163120,612,5811.5599999999995,14415
789,6078660,59,365.84999999999997,17358
790,30700680,142,2187.3099999999995,13862
